id,protein_id,go_id,ontology,description,,,,
,KID70727.1,6355,BP,regulation of transcription,,,,
,KID70727.1,3700,MF,DNA-binding transcription factor activity,,,,
,KID70727.1,8134,MF,transcription factor binding,,,,
,KID70727.1,5737,CC,cytoplasm,,,,
,KID70727.1,42593,BP,glucose homeostasis,,,,
,KID70727.1,1903508,BP,positive regulation of nucleic acid-templated transcription,,,,
,KID70727.1,10628,BP,positive regulation of gene expression,,,,
,KID70727.1,1903507,BP,negative regulation of nucleic acid-templated transcription,,,,
,KID70727.1,2000113,BP,negative regulation of cellular macromolecule biosynthetic process,,,,
,KID70727.1,10629,BP,negative regulation of gene expression,,,,
,KID70728.1,5724,CC,nuclear telomeric heterochromatin,,,,
,KID70728.1,45292,BP,mRNA cis splicing,,,,
,KID70729.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70729.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID70729.1,5634,CC,nucleus,,,,
,KID70729.1,6351,BP,transcription,,,,
,KID70729.1,8270,MF,zinc ion binding,,,,
,KID70729.1,3677,MF,DNA binding,,,,
,KID70729.1,3824,MF,catalytic activity,,,,
,KID70731.1,3735,MF,structural constituent of ribosome,,,,
,KID70731.1,5840,CC,ribosome,,,,
,KID70731.1,6412,BP,translation,,,,
,KID70731.1,71949,MF,FAD binding,,,,
,KID70731.1,70180,MF,large ribosomal subunit rRNA binding,,,,
,KID70731.1,90729,MF,toxin activity,,,,
,KID70731.1,16491,MF,oxidoreductase activity,,,,
,KID70731.1,4252,MF,serine-type endopeptidase activity,,,,
,KID70731.1,44445,CC,cytosolic part,,,,
,KID70731.1,44446,CC,intracellular organelle part,,,,
,KID70731.1,31640,BP,killing of cells of other organism,,,,
,KID70731.1,9405,BP,pathogenesis,,,,
,KID70731.1,55114,BP,oxidation-reduction process,,,,
,KID70731.1,6508,BP,proteolysis,,,,
,KID70733.1,30521,BP,androgen receptor signaling pathway,,,,
,KID70733.1,4879,MF,nuclear receptor activity,,,,
,KID70733.1,5634,CC,nucleus,,,,
,KID70733.1,5496,MF,steroid binding,,,,
,KID70733.1,3917,MF,DNA topoisomerase type I activity,,,,
,KID70733.1,3677,MF,DNA binding,,,,
,KID70733.1,6355,BP,regulation of transcription,,,,
,KID70734.1,4471,MF,malate dehydrogenase (decarboxylating) (NAD+) activity,,,,
,KID70734.1,6108,BP,malate metabolic process,,,,
,KID70734.1,5739,CC,mitochondrion,,,,
,KID70734.1,55114,BP,oxidation-reduction process,,,,
,KID70734.1,6090,BP,pyruvate metabolic process,,,,
,KID70734.1,51287,MF,NAD binding,,,,
,KID70734.1,6520,BP,cellular amino acid metabolic process,,,,
,KID70734.1,46872,MF,metal ion binding,,,,
,KID70736.1,16491,MF,oxidoreductase activity,,,,
,KID70736.1,55114,BP,oxidation-reduction process,,,,
,KID70736.1,16813,MF,hydrolase activity,,,,
,KID70737.1,4553,MF,hydrolase activity,,,,
,KID70737.1,5975,BP,carbohydrate metabolic process,,,,
,KID70737.1,5764,CC,lysosome,,,,
,KID70737.1,5576,CC,extracellular region,,,,
,KID70737.1,6516,BP,glycoprotein catabolic process,,,,
,KID70737.1,3924,MF,GTPase activity,,,,
,KID70737.1,5525,MF,GTP binding,,,,
,KID70737.1,55114,BP,oxidation-reduction process,,,,
,KID70737.1,8270,MF,zinc ion binding,,,,
,KID70737.1,16491,MF,oxidoreductase activity,,,,
,KID70738.1,3924,MF,GTPase activity,,,,
,KID70738.1,44088,BP,regulation of vacuole organization,,,,
,KID70738.1,16021,CC,integral component of membrane,,,,
,KID70738.1,5525,MF,GTP binding,,,,
,KID70738.1,5975,BP,carbohydrate metabolic process,,,,
,KID70738.1,6468,BP,protein phosphorylation,,,,
,KID70738.1,55114,BP,oxidation-reduction process,,,,
,KID70738.1,4553,MF,hydrolase activity,,,,
,KID70738.1,16705,MF,oxidoreductase activity,,,,
,KID70738.1,4672,MF,protein kinase activity,,,,
,KID70738.1,5506,MF,iron ion binding,,,,
,KID70738.1,48037,MF,cofactor binding,,,,
,KID70738.1,46906,MF,tetrapyrrole binding,,,,
,KID70739.1,16491,MF,oxidoreductase activity,,,,
,KID70739.1,55114,BP,oxidation-reduction process,,,,
,KID70739.1,16021,CC,integral component of membrane,,,,
,KID70739.1,51287,MF,NAD binding,,,,
,KID70740.1,51287,MF,NAD binding,,,,
,KID70740.1,55114,BP,oxidation-reduction process,,,,
,KID70740.1,16616,MF,oxidoreductase activity,,,,
,KID70740.1,8080,MF,N-acetyltransferase activity,,,,
,KID70740.1,16810,MF,hydrolase activity,,,,
,KID70742.1,16491,MF,oxidoreductase activity,,,,
,KID70742.1,55114,BP,oxidation-reduction process,,,,
,KID70742.1,16021,CC,integral component of membrane,,,,
,KID70742.1,5576,CC,extracellular region,,,,
,KID70743.1,45454,BP,cell redox homeostasis,,,,
,KID70743.1,5623,CC,cell,,,,
,KID70743.1,15035,MF,protein disulfide oxidoreductase activity,,,,
,KID70743.1,16021,CC,integral component of membrane,,,,
,KID70743.1,4650,MF,polygalacturonase activity,,,,
,KID70743.1,6662,BP,glycerol ether metabolic process,,,,
,KID70743.1,55114,BP,oxidation-reduction process,,,,
,KID70743.1,5975,BP,carbohydrate metabolic process,,,,
,KID70743.1,7165,BP,signal transduction,,,,
,KID70744.1,8716,MF,D-alanine-D-alanine ligase activity,,,,
,KID70744.1,5524,MF,ATP binding,,,,
,KID70744.1,46872,MF,metal ion binding,,,,
,KID70746.1,3824,MF,catalytic activity,,,,
,KID70747.1,22857,MF,transmembrane transporter activity,,,,
,KID70747.1,55085,BP,transmembrane transport,,,,
,KID70747.1,16021,CC,integral component of membrane,,,,
,KID70747.1,8643,BP,carbohydrate transport,,,,
,KID70747.1,31226,CC,intrinsic component of plasma membrane,,,,
,KID70747.1,15672,BP,monovalent inorganic cation transport,,,,
,KID70749.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70749.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID70749.1,5634,CC,nucleus,,,,
,KID70749.1,6351,BP,transcription,,,,
,KID70749.1,8270,MF,zinc ion binding,,,,
,KID70749.1,3677,MF,DNA binding,,,,
,KID70749.1,16021,CC,integral component of membrane,,,,
,KID70750.1,22857,MF,transmembrane transporter activity,,,,
,KID70750.1,55085,BP,transmembrane transport,,,,
,KID70750.1,16021,CC,integral component of membrane,,,,
,KID70750.1,8643,BP,carbohydrate transport,,,,
,KID70750.1,31226,CC,intrinsic component of plasma membrane,,,,
,KID70750.1,15672,BP,monovalent inorganic cation transport,,,,
,KID70751.1,22857,MF,transmembrane transporter activity,,,,
,KID70751.1,55085,BP,transmembrane transport,,,,
,KID70751.1,16021,CC,integral component of membrane,,,,
,KID70752.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70752.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID70752.1,5634,CC,nucleus,,,,
,KID70752.1,8270,MF,zinc ion binding,,,,
,KID70752.1,3677,MF,DNA binding,,,,
,KID70752.1,16021,CC,integral component of membrane,,,,
,KID70752.1,6351,BP,transcription,,,,
,KID70753.1,8113,MF,peptide-methionine (S)-S-oxide reductase activity,,,,
,KID70753.1,55114,BP,oxidation-reduction process,,,,
,KID70753.1,16021,CC,integral component of membrane,,,,
,KID70753.1,34599,BP,cellular response to oxidative stress,,,,
,KID70753.1,5737,CC,cytoplasm,,,,
,KID70753.1,36456,MF,L-methionine-(S)-S-oxide reductase activity,,,,
,KID70753.1,4571,MF,mannosyl-oligosaccharide 1,,,,
,KID70753.1,7018,BP,microtubule-based movement,,,,
,KID70753.1,3777,MF,microtubule motor activity,,,,
,KID70753.1,8017,MF,microtubule binding,,,,
,KID70753.1,5509,MF,calcium ion binding,,,,
,KID70753.1,5524,MF,ATP binding,,,,
,KID70754.1,16021,CC,integral component of membrane,,,,
,KID70755.1,16021,CC,integral component of membrane,,,,
,KID70755.1,43565,MF,sequence-specific DNA binding,,,,
,KID70755.1,6355,BP,regulation of transcription,,,,
,KID70755.1,3700,MF,DNA-binding transcription factor activity,,,,
,KID70755.1,5634,CC,nucleus,,,,
,KID70755.1,4842,MF,ubiquitin-protein transferase activity,,,,
,KID70755.1,19005,CC,SCF ubiquitin ligase complex,,,,
,KID70755.1,31146,BP,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,,,,
,KID70755.1,16567,BP,protein ubiquitination,,,,
,KID70756.1,4794,MF,L-threonine ammonia-lyase activity,,,,
,KID70756.1,9097,BP,isoleucine biosynthetic process,,,,
,KID70756.1,30170,MF,pyridoxal phosphate binding,,,,
,KID70756.1,6567,BP,threonine catabolic process,,,,
,KID70757.1,4190,MF,aspartic-type endopeptidase activity,,,,
,KID70757.1,6508,BP,proteolysis,,,,
,KID70757.1,16021,CC,integral component of membrane,,,,
,KID70757.1,5886,CC,plasma membrane,,,,
,KID70757.1,324,CC,fungal-type vacuole,,,,
,KID70757.1,6353,BP,DNA-templated transcription,,,,
,KID70757.1,8186,MF,RNA-dependent ATPase activity,,,,
,KID70757.1,30163,BP,protein catabolic process,,,,
,KID70757.1,30288,CC,outer membrane-bounded periplasmic space,,,,
,KID70757.1,4386,MF,helicase activity,,,,
,KID70757.1,5576,CC,extracellular region,,,,
,KID70757.1,8144,MF,drug binding,,,,
,KID70757.1,19867,CC,outer membrane,,,,
,KID70757.1,31047,BP,gene silencing by RNA,,,,
,KID70757.1,32559,MF,adenyl ribonucleotide binding,,,,
,KID70757.1,4222,MF,metalloendopeptidase activity,,,,
,KID70757.1,32991,CC,protein-containing complex,,,,
,KID70757.1,35639,MF,purine ribonucleoside triphosphate binding,,,,
,KID70757.1,90630,BP,activation of GTPase activity,,,,
,KID70757.1,42981,BP,regulation of apoptotic process,,,,
,KID70757.1,8270,MF,zinc ion binding,,,,
,KID70757.1,3676,MF,nucleic acid binding,,,,
,KID70757.1,8104,BP,protein localization,,,,
,KID70757.1,4252,MF,serine-type endopeptidase activity,,,,
,KID70757.1,5515,MF,protein binding,,,,
,KID70757.1,4553,MF,hydrolase activity,,,,
,KID70757.1,70727,BP,cellular macromolecule localization,,,,
,KID70757.1,5096,MF,GTPase activator activity,,,,
,KID70757.1,70492,MF,oligosaccharide binding,,,,
,KID70757.1,15833,BP,peptide transport,,,,
,KID70757.1,31992,MF,energy transducer activity,,,,
,KID70757.1,16237,BP,lysosomal microautophagy,,,,
,KID70757.1,5509,MF,calcium ion binding,,,,
,KID70757.1,15343,MF,siderophore transmembrane transporter activity,,,,
,KID70757.1,45735,MF,nutrient reservoir activity,,,,
,KID70757.1,16236,BP,macroautophagy,,,,
,KID70757.1,44718,BP,siderophore transmembrane transport,,,,
,KID70757.1,33293,MF,monocarboxylic acid binding,,,,
,KID70757.1,46907,BP,intracellular transport,,,,
,KID70757.1,33218,MF,amide binding,,,,
,KID70757.1,1901681,MF,sulfur compound binding,,,,
,KID70757.1,4674,MF,protein serine/threonine kinase activity,,,,
,KID70757.1,9267,BP,cellular response to starvation,,,,
,KID70757.1,272,BP,polysaccharide catabolic process,,,,
,KID70757.1,51604,BP,protein maturation,,,,
,KID70757.1,44265,BP,cellular macromolecule catabolic process,,,,
,KID70757.1,44267,BP,cellular protein metabolic process,,,,
,KID70757.1,6355,BP,regulation of transcription,,,,
,KID70757.1,36211,BP,protein modification process,,,,
,KID70757.1,16310,BP,phosphorylation,,,,
,KID70758.1,16787,MF,hydrolase activity,,,,
,KID70758.1,16021,CC,integral component of membrane,,,,
,KID70759.1,8017,MF,microtubule binding,,,,
,KID70759.1,16310,BP,phosphorylation,,,,
,KID70759.1,16301,MF,kinase activity,,,,
,KID70760.1,30691,CC,Noc2p-Noc3p complex,,,,
,KID70760.1,54,BP,ribosomal subunit export from nucleus,,,,
,KID70760.1,30690,CC,Noc1p-Noc2p complex,,,,
,KID70760.1,5654,CC,nucleoplasm,,,,
,KID70760.1,5730,CC,nucleolus,,,,
,KID70760.1,42273,BP,ribosomal large subunit biogenesis,,,,
,KID70760.1,42255,BP,ribosome assembly,,,,
,KID70760.1,5739,CC,mitochondrion,,,,
,KID70761.1,43328,BP,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,,,,
,KID70761.1,813,CC,ESCRT I complex,,,,
,KID70761.1,44877,MF,protein-containing complex binding,,,,
,KID70761.1,1904669,BP,ATP export,,,,
,KID70761.1,6623,BP,protein targeting to vacuole,,,,
,KID70761.1,6612,BP,protein targeting to membrane,,,,
,KID70761.1,723,BP,telomere maintenance,,,,
,KID70762.1,45040,BP,protein insertion into mitochondrial outer membrane,,,,
,KID70762.1,32865,CC,ERMES complex,,,,
,KID70762.1,8289,MF,lipid binding,,,,
,KID70762.1,16307,MF,phosphatidylinositol phosphate kinase activity,,,,
,KID70762.1,2,BP,mitochondrial genome maintenance,,,,
,KID70762.1,5524,MF,ATP binding,,,,
,KID70762.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID70762.1,6869,BP,lipid transport,,,,
,KID70762.1,46872,MF,metal ion binding,,,,
,KID70762.1,46854,BP,phosphatidylinositol phosphorylation,,,,
,KID70763.1,16307,MF,phosphatidylinositol phosphate kinase activity,,,,
,KID70763.1,46854,BP,phosphatidylinositol phosphorylation,,,,
,KID70763.1,32865,CC,ERMES complex,,,,
,KID70763.1,5524,MF,ATP binding,,,,
,KID70763.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID70763.1,45040,BP,protein insertion into mitochondrial outer membrane,,,,
,KID70763.1,46872,MF,metal ion binding,,,,
,KID70763.1,2,BP,mitochondrial genome maintenance,,,,
,KID70763.1,8289,MF,lipid binding,,,,
,KID70763.1,6869,BP,lipid transport,,,,
,KID70763.1,16021,CC,integral component of membrane,,,,
,KID70766.1,16874,MF,ligase activity,,,,
,KID70766.1,8610,BP,lipid biosynthetic process,,,,
,KID70766.1,16021,CC,integral component of membrane,,,,
,KID70766.1,5506,MF,iron ion binding,,,,
,KID70766.1,55114,BP,oxidation-reduction process,,,,
,KID70766.1,16491,MF,oxidoreductase activity,,,,
,KID70767.1,3743,MF,translation initiation factor activity,,,,
,KID70767.1,6413,BP,translational initiation,,,,
,KID70767.1,16281,CC,eukaryotic translation initiation factor 4F complex,,,,
,KID70767.1,10494,CC,cytoplasmic stress granule,,,,
,KID70767.1,184,BP,nuclear-transcribed mRNA catabolic process,,,,
,KID70767.1,98808,MF,mRNA cap binding,,,,
,KID70767.1,32266,MF,phosphatidylinositol-3-phosphate binding,,,,
,KID70767.1,5634,CC,nucleus,,,,
,KID70767.1,51726,BP,regulation of cell cycle,,,,
,KID70767.1,340,MF,RNA 7-methylguanosine cap binding,,,,
,KID70768.1,8757,MF,S-adenosylmethionine-dependent methyltransferase activity,,,,
,KID70768.1,32259,BP,methylation,,,,
,KID70770.1,6506,BP,GPI anchor biosynthetic process,,,,
,KID70770.1,16787,MF,hydrolase activity,,,,
,KID70770.1,16021,CC,integral component of membrane,,,,
,KID70770.1,5783,CC,endoplasmic reticulum,,,,
,KID70770.1,51301,BP,cell division,,,,
,KID70770.1,30245,BP,cellulose catabolic process,,,,
,KID70771.1,31145,BP,anaphase-promoting complex-dependent catabolic process,,,,
,KID70771.1,5680,CC,anaphase-promoting complex,,,,
,KID70771.1,30071,BP,regulation of mitotic metaphase/anaphase transition,,,,
,KID70772.1,77,BP,DNA damage checkpoint,,,,
,KID70772.1,5634,CC,nucleus,,,,
,KID70772.1,4527,MF,exonuclease activity,,,,
,KID70772.1,34998,CC,oligosaccharyltransferase I complex,,,,
,KID70772.1,4536,MF,deoxyribonuclease activity,,,,
,KID70772.1,1990421,CC,subtelomeric heterochromatin,,,,
,KID70772.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,,,,
,KID70772.1,35861,CC,site of double-strand break,,,,
,KID70772.1,6487,BP,protein N-linked glycosylation,,,,
,KID70772.1,793,CC,condensed chromosome,,,,
,KID70772.1,33315,BP,meiotic G2/MI DNA replication checkpoint,,,,
,KID70772.1,16021,CC,integral component of membrane,,,,
,KID70772.1,33314,BP,mitotic DNA replication checkpoint,,,,
,KID70772.1,70013,CC,intracellular organelle lumen,,,,
,KID70772.1,723,BP,telomere maintenance,,,,
,KID70773.1,4402,MF,histone acetyltransferase activity,,,,
,KID70773.1,16573,BP,histone acetylation,,,,
,KID70774.1,16021,CC,integral component of membrane,,,,
,KID70776.1,16021,CC,integral component of membrane,,,,
,KID70776.1,8484,MF,sulfuric ester hydrolase activity,,,,
,KID70778.1,61630,MF,ubiquitin protein ligase activity,,,,
,KID70778.1,16567,BP,protein ubiquitination,,,,
,KID70778.1,5680,CC,anaphase-promoting complex,,,,
,KID70778.1,8270,MF,zinc ion binding,,,,
,KID70778.1,16874,MF,ligase activity,,,,
,KID70778.1,16301,MF,kinase activity,,,,
,KID70778.1,16491,MF,oxidoreductase activity,,,,
,KID70778.1,16310,BP,phosphorylation,,,,
,KID70778.1,50660,MF,flavin adenine dinucleotide binding,,,,
,KID70778.1,55114,BP,oxidation-reduction process,,,,
,KID70778.1,16021,CC,integral component of membrane,,,,
,KID70779.1,224,MF,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity,,,,
,KID70779.1,46872,MF,metal ion binding,,,,
,KID70780.1,34455,CC,t-UTP complex,,,,
,KID70780.1,462,BP,maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA,,,,
,KID70780.1,30686,CC,90S preribosome,,,,
,KID70780.1,32040,CC,small-subunit processome,,,,
,KID70781.1,4514,MF,nicotinate-nucleotide diphosphorylase (carboxylating) activity,,,,
,KID70781.1,9435,BP,NAD biosynthetic process,,,,
,KID70781.1,781,CC,chromosome,,,,
,KID70781.1,4516,MF,nicotinate phosphoribosyltransferase activity,,,,
,KID70781.1,5634,CC,nucleus,,,,
,KID70781.1,3714,MF,transcription corepressor activity,,,,
,KID70781.1,183,BP,chromatin silencing at rDNA,,,,
,KID70781.1,1302,BP,replicative cell aging,,,,
,KID70781.1,6348,BP,chromatin silencing at telomere,,,,
,KID70781.1,5829,CC,cytosol,,,,
,KID70781.1,46497,BP,nicotinate nucleotide metabolic process,,,,
,KID70781.1,19365,BP,pyridine nucleotide salvage,,,,
,KID70782.1,4514,MF,nicotinate-nucleotide diphosphorylase (carboxylating) activity,,,,
,KID70782.1,16021,CC,integral component of membrane,,,,
,KID70782.1,9435,BP,NAD biosynthetic process,,,,
,KID70782.1,4516,MF,nicotinate phosphoribosyltransferase activity,,,,
,KID70782.1,5576,CC,extracellular region,,,,
,KID70782.1,46497,BP,nicotinate nucleotide metabolic process,,,,
,KID70782.1,30248,MF,cellulose binding,,,,
,KID70782.1,8146,MF,sulfotransferase activity,,,,
,KID70782.1,4553,MF,hydrolase activity,,,,
,KID70782.1,5975,BP,carbohydrate metabolic process,,,,
,KID70783.1,16021,CC,integral component of membrane,,,,
,KID70783.1,15123,MF,acetate transmembrane transporter activity,,,,
,KID70783.1,35433,BP,acetate transmembrane transport,,,,
,KID70783.1,5886,CC,plasma membrane,,,,
,KID70784.1,5887,CC,integral component of plasma membrane,,,,
,KID70784.1,55085,BP,transmembrane transport,,,,
,KID70785.1,7095,BP,mitotic G2 DNA damage checkpoint,,,,
,KID70785.1,30870,CC,Mre11 complex,,,,
,KID70785.1,6302,BP,double-strand break repair,,,,
,KID70786.1,20037,MF,heme binding,,,,
,KID70786.1,55114,BP,oxidation-reduction process,,,,
,KID70786.1,16021,CC,integral component of membrane,,,,
,KID70786.1,46872,MF,metal ion binding,,,,
,KID70786.1,16491,MF,oxidoreductase activity,,,,
,KID70787.1,16491,MF,oxidoreductase activity,,,,
,KID70787.1,55114,BP,oxidation-reduction process,,,,
,KID70787.1,16021,CC,integral component of membrane,,,,
,KID70789.1,16558,BP,protein import into peroxisome matrix,,,,
,KID70789.1,5829,CC,cytosol,,,,
,KID70789.1,50662,MF,coenzyme binding,,,,
,KID70789.1,3824,MF,catalytic activity,,,,
,KID70791.1,15299,MF,solute:proton antiporter activity,,,,
,KID70791.1,1902600,BP,proton transmembrane transport,,,,
,KID70791.1,16021,CC,integral component of membrane,,,,
,KID70791.1,31231,CC,intrinsic component of peroxisomal membrane,,,,
,KID70791.1,7031,BP,peroxisome organization,,,,
,KID70792.1,5315,MF,inorganic phosphate transmembrane transporter activity,,,,
,KID70792.1,6817,BP,phosphate ion transport,,,,
,KID70792.1,16021,CC,integral component of membrane,,,,
,KID70792.1,55085,BP,transmembrane transport,,,,
,KID70792.1,5886,CC,plasma membrane,,,,
,KID70792.1,15293,MF,symporter activity,,,,
,KID70793.1,8080,MF,N-acetyltransferase activity,,,,
,KID70793.1,16021,CC,integral component of membrane,,,,
,KID70793.1,55085,BP,transmembrane transport,,,,
,KID70793.1,22857,MF,transmembrane transporter activity,,,,
,KID70794.1,46873,MF,metal ion transmembrane transporter activity,,,,
,KID70794.1,16021,CC,integral component of membrane,,,,
,KID70794.1,30001,BP,metal ion transport,,,,
,KID70794.1,55085,BP,transmembrane transport,,,,
,KID70795.1,46873,MF,metal ion transmembrane transporter activity,,,,
