organism	id	protein_id	go_id	ontology	description
1276135		KID69332.1	0010124	BP	phenylacetate catabolic process
1276135		KID69332.1	0004497	MF	monooxygenase activity
1276135		KID69332.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69332.1	0050660	MF	flavin adenine dinucleotide binding
1276135		KID69332.1	0016614	MF	oxidoreductase activity, acting on CH-OH group of donors
1276135		KID69332.1	0008270	MF	zinc ion binding
1276135		KID69332.1	0044550	BP	secondary metabolite biosynthetic process
1276135		KID69332.1	0003677	MF	DNA binding
1276135		KID69332.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69332.1	0072330	BP	monocarboxylic acid biosynthetic process
1276135		KID69332.1	1901362	BP	organic cyclic compound biosynthetic process
1276135		KID69332.1	0044272	BP	sulfur compound biosynthetic process
1276135		KID69332.1	0016070	BP	RNA metabolic process
1276135		KID69332.1	0019438	BP	aromatic compound biosynthetic process
1276135		KID69332.1	0055085	BP	transmembrane transport
1276135		KID69332.1	0034645	BP	cellular macromolecule biosynthetic process
1276135		KID69332.1	0010467	BP	gene expression
1276135		KID69332.1	1901566	BP	organonitrogen compound biosynthetic process
1276135		KID69334.1	0005085	MF	guanyl-nucleotide exchange factor activity
1276135		KID69334.1	0055114	BP	oxidation-reduction process
1276135		KID69334.1	0032266	MF	phosphatidylinositol-3-phosphate binding
1276135		KID69334.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID69334.1	0005506	MF	iron ion binding
1276135		KID69334.1	0020037	MF	heme binding
1276135		KID69334.1	0003676	MF	nucleic acid binding
1276135		KID69335.1	0006493	BP	protein O-linked glycosylation
1276135		KID69335.1	0000030	MF	mannosyltransferase activity
1276135		KID69335.1	0016021	CC	integral component of membrane
1276135		KID69335.1	0097502	BP	mannosylation
1276135		KID69335.1	0097582	CC	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex
1276135		KID69335.1	0031505	BP	fungal-type cell wall organization
1276135		KID69336.1	0006396	BP	RNA processing
1276135		KID69336.1	0003723	MF	RNA binding
1276135		KID69336.1	0005686	CC	U2 snRNP
1276135		KID69336.1	0032266	MF	phosphatidylinositol-3-phosphate binding
1276135		KID69336.1	0071004	CC	U2-type prespliceosome
1276135		KID69336.1	0071013	CC	catalytic step 2 spliceosome
1276135		KID69336.1	0016021	CC	integral component of membrane
1276135		KID69337.1	0032266	MF	phosphatidylinositol-3-phosphate binding
1276135		KID69337.1	0006396	BP	RNA processing
1276135		KID69337.1	0031902	CC	late endosome membrane
1276135		KID69337.1	0005686	CC	U2 snRNP
1276135		KID69337.1	0000139	CC	Golgi membrane
1276135		KID69337.1	0003723	MF	RNA binding
1276135		KID69337.1	0015031	BP	protein transport
1276135		KID69337.1	0046983	MF	protein dimerization activity
1276135		KID69337.1	0016021	CC	integral component of membrane
1276135		KID69338.1	0016787	MF	hydrolase activity
1276135		KID69338.1	0016021	CC	integral component of membrane
1276135		KID69338.1	0006508	BP	proteolysis
1276135		KID69338.1	0006351	BP	transcription, DNA-templated
1276135		KID69338.1	0008061	MF	chitin binding
1276135		KID69338.1	0005634	CC	nucleus
1276135		KID69338.1	0140096	MF	catalytic activity, acting on a protein
1276135		KID69338.1	0008270	MF	zinc ion binding
1276135		KID69338.1	0003677	MF	DNA binding
1276135		KID69339.1	0005887	CC	integral component of plasma membrane
1276135		KID69339.1	0055085	BP	transmembrane transport
1276135		KID69339.1	0003676	MF	nucleic acid binding
1276135		KID69339.1	0071627	CC	integral component of fungal-type vacuolar membrane
1276135		KID69340.1	0016787	MF	hydrolase activity
1276135		KID69340.1	0055114	BP	oxidation-reduction process
1276135		KID69340.1	0003995	MF	acyl-CoA dehydrogenase activity
1276135		KID69340.1	0050660	MF	flavin adenine dinucleotide binding
1276135		KID69341.1	0051213	MF	dioxygenase activity
1276135		KID69341.1	0055114	BP	oxidation-reduction process
1276135		KID69341.1	0005737	CC	cytoplasm
1276135		KID69341.1	0044273	BP	sulfur compound catabolic process
1276135		KID69341.1	0006012	BP	galactose metabolic process
1276135		KID69341.1	0016021	CC	integral component of membrane
1276135		KID69341.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID69341.1	0004576	MF	oligosaccharyl transferase activity
1276135		KID69341.1	0046835	BP	carbohydrate phosphorylation
1276135		KID69341.1	0004335	MF	galactokinase activity
1276135		KID69341.1	0006486	BP	protein glycosylation
1276135		KID69341.1	0005534	MF	galactose binding
1276135		KID69341.1	0008484	MF	sulfuric ester hydrolase activity
1276135		KID69341.1	0005524	MF	ATP binding
1276135		KID69342.1	0051213	MF	dioxygenase activity
1276135		KID69342.1	0055114	BP	oxidation-reduction process
1276135		KID69342.1	0005507	MF	copper ion binding
1276135		KID69343.1	0008080	MF	N-acetyltransferase activity
1276135		KID69344.1	0005524	MF	ATP binding
1276135		KID69346.1	0004356	MF	glutamate-ammonia ligase activity
1276135		KID69346.1	0006807	BP	nitrogen compound metabolic process
1276135		KID69346.1	0016787	MF	hydrolase activity
1276135		KID69346.1	0016301	MF	kinase activity
1276135		KID69346.1	0046394	BP	carboxylic acid biosynthetic process
1276135		KID69346.1	0005515	MF	protein binding
1276135		KID69346.1	0016310	BP	phosphorylation
1276135		KID69346.1	0044238	BP	primary metabolic process
1276135		KID69346.1	0006974	BP	cellular response to DNA damage stimulus
1276135		KID69346.1	1901575	BP	organic substance catabolic process
1276135		KID69346.1	0006725	BP	cellular aromatic compound metabolic process
1276135		KID69346.1	0046483	BP	heterocycle metabolic process
1276135		KID69346.1	1901360	BP	organic cyclic compound metabolic process
1276135		KID69346.1	0044260	BP	cellular macromolecule metabolic process
1276135		KID69348.1	0016021	CC	integral component of membrane
1276135		KID69348.1	0009116	BP	nucleoside metabolic process
1276135		KID69348.1	0030983	MF	mismatched DNA binding
1276135		KID69348.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69348.1	0006298	BP	mismatch repair
1276135		KID69348.1	0071949	MF	FAD binding
1276135		KID69348.1	0043531	MF	ADP binding
1276135		KID69348.1	0005634	CC	nucleus
1276135		KID69348.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69348.1	0008270	MF	zinc ion binding
1276135		KID69348.1	0005524	MF	ATP binding
1276135		KID69348.1	0003824	MF	catalytic activity
1276135		KID69349.1	0004065	MF	arylsulfatase activity
1276135		KID69349.1	0018958	BP	phenol-containing compound metabolic process
1276135		KID69349.1	0005887	CC	integral component of plasma membrane
1276135		KID69349.1	0005634	CC	nucleus
1276135		KID69349.1	0008449	MF	N-acetylglucosamine-6-sulfatase activity
1276135		KID69349.1	0005539	MF	glycosaminoglycan binding
1276135		KID69349.1	0004843	MF	thiol-dependent ubiquitin-specific protease activity
1276135		KID69349.1	0006351	BP	transcription, DNA-templated
1276135		KID69349.1	0008270	MF	zinc ion binding
1276135		KID69349.1	0006511	BP	ubiquitin-dependent protein catabolic process
1276135		KID69349.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69349.1	0003677	MF	DNA binding
1276135		KID69349.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69349.1	0030203	BP	glycosaminoglycan metabolic process
1276135		KID69349.1	0055085	BP	transmembrane transport
1276135		KID69350.1	0016712	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
1276135		KID69350.1	0055114	BP	oxidation-reduction process
1276135		KID69350.1	0016021	CC	integral component of membrane
1276135		KID69350.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69350.1	0005506	MF	iron ion binding
1276135		KID69350.1	0020037	MF	heme binding
1276135		KID69350.1	0005634	CC	nucleus
1276135		KID69350.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69350.1	0008270	MF	zinc ion binding
1276135		KID69351.1	0006672	BP	ceramide metabolic process
1276135		KID69351.1	0016811	MF	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
1276135		KID69351.1	0016021	CC	integral component of membrane
1276135		KID69351.1	0016740	MF	transferase activity
1276135		KID69352.1	0009116	BP	nucleoside metabolic process
1276135		KID69352.1	0043531	MF	ADP binding
1276135		KID69352.1	0016021	CC	integral component of membrane
1276135		KID69352.1	0016592	CC	mediator complex
1276135		KID69352.1	0003824	MF	catalytic activity
1276135		KID69352.1	0042802	MF	identical protein binding
1276135		KID69352.1	0006508	BP	proteolysis
1276135		KID69352.1	1903506	BP	regulation of nucleic acid-templated transcription
1276135		KID69352.1	0003712	MF	transcription coregulator activity
1276135		KID69353.1	0005388	MF	calcium transmembrane transporter activity, phosphorylative mechanism
1276135		KID69353.1	0070588	BP	calcium ion transmembrane transport
1276135		KID69353.1	0016021	CC	integral component of membrane
1276135		KID69353.1	0071628	CC	intrinsic component of fungal-type vacuolar membrane
1276135		KID69353.1	0006874	BP	cellular calcium ion homeostasis
1276135		KID69353.1	0005524	MF	ATP binding
1276135		KID69353.1	0006468	BP	protein phosphorylation
1276135		KID69353.1	0004672	MF	protein kinase activity
1276135		KID69353.1	0016787	MF	hydrolase activity
1276135		KID69353.1	0016491	MF	oxidoreductase activity
1276135		KID69353.1	0055114	BP	oxidation-reduction process
1276135		KID69354.1	0015369	MF	calcium:proton antiporter activity
1276135		KID69354.1	0070588	BP	calcium ion transmembrane transport
1276135		KID69354.1	0005774	CC	vacuolar membrane
1276135		KID69354.1	0006874	BP	cellular calcium ion homeostasis
1276135		KID69354.1	0016021	CC	integral component of membrane
1276135		KID69354.1	0015386	MF	potassium:proton antiporter activity
1276135		KID69354.1	0000324	CC	fungal-type vacuole
1276135		KID69354.1	0005096	MF	GTPase activator activity
1276135		KID69354.1	0071805	BP	potassium ion transmembrane transport
1276135		KID69354.1	0043547	BP	positive regulation of GTPase activity
1276135		KID69354.1	0098656	BP	anion transmembrane transport
1276135		KID69354.1	0035556	BP	intracellular signal transduction
1276135		KID69355.1	0055085	BP	transmembrane transport
1276135		KID69355.1	0015369	MF	calcium:proton antiporter activity
1276135		KID69355.1	0005774	CC	vacuolar membrane
1276135		KID69355.1	0016021	CC	integral component of membrane
1276135		KID69355.1	0006816	BP	calcium ion transport
1276135		KID69356.1	0015369	MF	calcium:proton antiporter activity
1276135		KID69356.1	0070588	BP	calcium ion transmembrane transport
1276135		KID69356.1	0005774	CC	vacuolar membrane
1276135		KID69356.1	0006874	BP	cellular calcium ion homeostasis
1276135		KID69356.1	0016021	CC	integral component of membrane
1276135		KID69356.1	0015386	MF	potassium:proton antiporter activity
1276135		KID69356.1	0000324	CC	fungal-type vacuole
1276135		KID69356.1	0004418	MF	hydroxymethylbilane synthase activity
1276135		KID69356.1	0071805	BP	potassium ion transmembrane transport
1276135		KID69356.1	0098656	BP	anion transmembrane transport
1276135		KID69356.1	0003723	MF	RNA binding
1276135		KID69356.1	0033014	BP	tetrapyrrole biosynthetic process
1276135		KID69357.1	0008168	MF	methyltransferase activity
1276135		KID69357.1	0032259	BP	methylation
1276135		KID69357.1	0031251	CC	PAN complex
1276135		KID69357.1	0000289	BP	nuclear-transcribed mRNA poly(A) tail shortening
1276135		KID69357.1	0004535	MF	poly(A)-specific ribonuclease activity
1276135		KID69357.1	0090503	BP	RNA phosphodiester bond hydrolysis, exonucleolytic
1276135		KID69357.1	0006397	BP	mRNA processing
1276135		KID69357.1	0016021	CC	integral component of membrane
1276135		KID69357.1	0004418	MF	hydroxymethylbilane synthase activity
1276135		KID69357.1	0046872	MF	metal ion binding
1276135		KID69357.1	0018160	BP	peptidyl-pyrromethane cofactor linkage
1276135		KID69357.1	0003676	MF	nucleic acid binding
1276135		KID69357.1	0046912	MF	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
1276135		KID69357.1	0033014	BP	tetrapyrrole biosynthetic process
1276135		KID69357.1	0016114	BP	terpenoid biosynthetic process
1276135		KID69357.1	0019752	BP	carboxylic acid metabolic process
1276135		KID69358.1	0016787	MF	hydrolase activity
1276135		KID69358.1	0006749	BP	glutathione metabolic process
1276135		KID69358.1	0005829	CC	cytosol
1276135		KID69358.1	0022857	MF	transmembrane transporter activity
1276135		KID69358.1	0008643	BP	carbohydrate transport
1276135		KID69358.1	0016021	CC	integral component of membrane
1276135		KID69358.1	0055085	BP	transmembrane transport
1276135		KID69359.1	0016740	MF	transferase activity
1276135		KID69359.1	0016559	BP	peroxisome fission
1276135		KID69359.1	0005779	CC	integral component of peroxisomal membrane
1276135		KID69359.1	0004185	MF	serine-type carboxypeptidase activity
1276135		KID69359.1	0006508	BP	proteolysis
1276135		KID69360.1	0008986	MF	pyruvate, water dikinase activity
1276135		KID69360.1	0006090	BP	pyruvate metabolic process
1276135		KID69360.1	0016021	CC	integral component of membrane
1276135		KID69360.1	0016310	BP	phosphorylation
1276135		KID69360.1	0005524	MF	ATP binding
1276135		KID69360.1	0006094	BP	gluconeogenesis
1276135		KID69360.1	0046872	MF	metal ion binding
1276135		KID69360.1	0016616	MF	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
1276135		KID69360.1	0055114	BP	oxidation-reduction process
1276135		KID69360.1	0031177	MF	phosphopantetheine binding
1276135		KID69360.1	0016874	MF	ligase activity
1276135		KID69361.1	0016616	MF	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
1276135		KID69361.1	0005975	BP	carbohydrate metabolic process
1276135		KID69361.1	0016021	CC	integral component of membrane
1276135		KID69361.1	0019752	BP	carboxylic acid metabolic process
1276135		KID69361.1	0005737	CC	cytoplasm
1276135		KID69361.1	0004457	MF	lactate dehydrogenase activity
1276135		KID69361.1	0055114	BP	oxidation-reduction process
1276135		KID69361.1	0016615	MF	malate dehydrogenase activity
1276135		KID69361.1	0008986	MF	pyruvate, water dikinase activity
1276135		KID69361.1	0006757	BP	ATP generation from ADP
1276135		KID69361.1	0005524	MF	ATP binding
1276135		KID69361.1	0005507	MF	copper ion binding
1276135		KID69361.1	0004672	MF	protein kinase activity
1276135		KID69361.1	1901575	BP	organic substance catabolic process
1276135		KID69361.1	0009438	BP	methylglyoxal metabolic process
1276135		KID69361.1	0006468	BP	protein phosphorylation
1276135		KID69362.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID69362.1	0055114	BP	oxidation-reduction process
1276135		KID69362.1	0016021	CC	integral component of membrane
1276135		KID69362.1	0005506	MF	iron ion binding
1276135		KID69362.1	0004497	MF	monooxygenase activity
1276135		KID69362.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69362.1	0020037	MF	heme binding
1276135		KID69362.1	0006351	BP	transcription, DNA-templated
1276135		KID69362.1	0032259	BP	methylation
1276135		KID69362.1	0005634	CC	nucleus
1276135		KID69362.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69362.1	0008168	MF	methyltransferase activity
1276135		KID69362.1	0008270	MF	zinc ion binding
1276135		KID69362.1	0003677	MF	DNA binding
1276135		KID69362.1	0003743	MF	translation initiation factor activity
1276135		KID69362.1	0006413	BP	translational initiation
1276135		KID69363.1	0008168	MF	methyltransferase activity
1276135		KID69363.1	0032259	BP	methylation
1276135		KID69363.1	0005737	CC	cytoplasm
1276135		KID69363.1	0009102	BP	biotin biosynthetic process
