organism	id	protein_id	go_id	ontology	description		
1276135		KID68539.1	16021	CC	integral component of membrane		
1276135		KID68540.1	33617	BP	mitochondrial respiratory chain complex IV assembly		
1276135		KID68540.1	5739	CC	mitochondrion		
1276135		KID68541.1	33617	BP	mitochondrial respiratory chain complex IV assembly		
1276135		KID68541.1	5739	CC	mitochondrion		
1276135		KID68541.1	51082	MF	unfolded protein binding		
1276135		KID68541.1	31301	CC	integral component of organelle membrane		
1276135		KID68541.1	19866	CC	organelle inner membrane		
1276135		KID68542.1	16491	MF	oxidoreductase activity		
1276135		KID68542.1	55114	BP	oxidation-reduction process		
1276135		KID68542.1	5737	CC	cytoplasm		
1276135		KID68542.1	3677	MF	DNA binding		
1276135		KID68542.1	6355	BP	regulation of transcription		
1276135		KID68543.1	30139	CC	endocytic vesicle		
1276135		KID68543.1	42147	BP	retrograde transport		
1276135		KID68543.1	6897	BP	endocytosis		
1276135		KID68543.1	5829	CC	cytosol		
1276135		KID68543.1	8104	BP	protein localization		
1276135		KID68544.1	3723	MF	RNA binding		
1276135		KID68545.1	3676	MF	nucleic acid binding		
1276135		KID68546.1	19008	CC	molybdopterin synthase complex		
1276135		KID68546.1	6777	BP	Mo-molybdopterin cofactor biosynthetic process		
1276135		KID68546.1	51539	MF	4 iron		
1276135		KID68546.1	46872	MF	metal ion binding		
1276135		KID68546.1	3824	MF	catalytic activity		
1276135		KID68547.1	46872	MF	metal ion binding		
1276135		KID68547.1	19008	CC	molybdopterin synthase complex		
1276135		KID68547.1	6777	BP	Mo-molybdopterin cofactor biosynthetic process		
1276135		KID68547.1	51539	MF	4 iron		
1276135		KID68547.1	35091	MF	phosphatidylinositol binding		
1276135		KID68547.1	3824	MF	catalytic activity		
1276135		KID68548.1	102756	MF	very-long-chain 3-ketoacyl-CoA synthase activity		
1276135		KID68548.1	6633	BP	fatty acid biosynthetic process		
1276135		KID68548.1	16021	CC	integral component of membrane		
1276135		KID68548.1	102338	MF	3-oxo-lignoceronyl-CoA synthase activity		
1276135		KID68548.1	102336	MF	3-oxo-arachidoyl-CoA synthase activity		
1276135		KID68548.1	102337	MF	3-oxo-cerotoyl-CoA synthase activity		
1276135		KID68548.1	31227	CC	intrinsic component of endoplasmic reticulum membrane		
1276135		KID68548.1	9922	MF	fatty acid elongase activity		
1276135		KID68548.1	38	BP	very long-chain fatty acid metabolic process		
1276135		KID68548.1	30148	BP	sphingolipid biosynthetic process		
1276135		KID68549.1	4185	MF	serine-type carboxypeptidase activity		
1276135		KID68549.1	5773	CC	vacuole		
1276135		KID68549.1	6508	BP	proteolysis		
1276135		KID68549.1	46937	BP	phytochelatin metabolic process		
1276135		KID68549.1	42256	BP	mature ribosome assembly		
1276135		KID68549.1	44550	BP	secondary metabolite biosynthetic process		
1276135		KID68549.1	50353	MF	trimethyllysine dioxygenase activity		
1276135		KID68549.1	4830	MF	tryptophan-tRNA ligase activity		
1276135		KID68549.1	44257	BP	cellular protein catabolic process		
1276135		KID68549.1	45329	BP	carnitine biosynthetic process		
1276135		KID68549.1	5506	MF	iron ion binding		
1276135		KID68549.1	5524	MF	ATP binding		
1276135		KID68549.1	6436	BP	tryptophanyl-tRNA aminoacylation		
1276135		KID68549.1	55114	BP	oxidation-reduction process		
1276135		KID68551.1	6541	BP	glutamine metabolic process		
1276135		KID68551.1	16740	MF	transferase activity		
1276135		KID68551.1	16021	CC	integral component of membrane		
1276135		KID68551.1	140096	MF	catalytic activity		
1276135		KID68551.1	5524	MF	ATP binding		
1276135		KID68551.1	6468	BP	protein phosphorylation		
1276135		KID68551.1	16620	MF	oxidoreductase activity		
1276135		KID68551.1	42626	MF	ATPase-coupled transmembrane transporter activity		
1276135		KID68551.1	16887	MF	ATPase activity		
1276135		KID68551.1	6508	BP	proteolysis		
1276135		KID68551.1	55085	BP	transmembrane transport		
1276135		KID68551.1	55114	BP	oxidation-reduction process		
1276135		KID68552.1	4830	MF	tryptophan-tRNA ligase activity		
1276135		KID68552.1	6436	BP	tryptophanyl-tRNA aminoacylation		
1276135		KID68552.1	5773	CC	vacuole		
1276135		KID68552.1	5576	CC	extracellular region		
1276135		KID68552.1	5524	MF	ATP binding		
1276135		KID68552.1	4185	MF	serine-type carboxypeptidase activity		
1276135		KID68552.1	16829	MF	lyase activity		
1276135		KID68552.1	16740	MF	transferase activity		
1276135		KID68552.1	272	BP	polysaccharide catabolic process		
1276135		KID68552.1	6508	BP	proteolysis		
1276135		KID68553.1	42256	BP	mature ribosome assembly		
1276135		KID68554.1	3735	MF	structural constituent of ribosome		
1276135		KID68554.1	5840	CC	ribosome		
1276135		KID68554.1	6412	BP	translation		
1276135		KID68554.1	3723	MF	RNA binding		
1276135		KID68554.1	5829	CC	cytosol		
1276135		KID68557.1	16021	CC	integral component of membrane		
1276135		KID68557.1	9669	MF	sucrose:cation symporter activity		
1276135		KID68557.1	1904982	BP	sucrose transmembrane transport		
1276135		KID68557.1	106081	BP	maltose import across plasma membrane		
1276135		KID68557.1	5364	MF	maltose:proton symporter activity		
1276135		KID68557.1	31226	CC	intrinsic component of plasma membrane		
1276135		KID68557.1	35091	MF	phosphatidylinositol binding		
1276135		KID68559.1	16021	CC	integral component of membrane		
1276135		KID68560.1	4553	MF	hydrolase activity		
1276135		KID68560.1	5975	BP	carbohydrate metabolic process		
1276135		KID68560.1	16021	CC	integral component of membrane		
1276135		KID68560.1	30246	MF	carbohydrate binding		
1276135		KID68560.1	55085	BP	transmembrane transport		
1276135		KID68560.1	22857	MF	transmembrane transporter activity		
1276135		KID68561.1	16757	MF	transferase activity		
1276135		KID68561.1	16021	CC	integral component of membrane		
1276135		KID68561.1	30488	BP	tRNA methylation		
1276135		KID68561.1	52906	MF	tRNA (guanine(37)-N(1))-methyltransferase activity		
1276135		KID68561.1	5759	CC	mitochondrial matrix		
1276135		KID68561.1	6487	BP	protein N-linked glycosylation		
1276135		KID68561.1	5634	CC	nucleus		
1276135		KID68561.1	16857	MF	racemase and epimerase activity		
1276135		KID68561.1	139	CC	Golgi membrane		
1276135		KID68561.1	5975	BP	carbohydrate metabolic process		
1276135		KID68562.1	8233	MF	peptidase activity		
1276135		KID68562.1	6508	BP	proteolysis		
1276135		KID68562.1	16021	CC	integral component of membrane		
1276135		KID68563.1	2949	BP	tRNA threonylcarbamoyladenosine modification		
1276135		KID68563.1	4222	MF	metalloendopeptidase activity		
1276135		KID68563.1	6508	BP	proteolysis		
1276135		KID68564.1	70003	MF	threonine-type peptidase activity		
1276135		KID68564.1	5839	CC	proteasome core complex		
1276135		KID68564.1	51603	BP	proteolysis involved in cellular protein catabolic process		
1276135		KID68564.1	4175	MF	endopeptidase activity		
1276135		KID68564.1	80129	BP	proteasome core complex assembly		
1276135		KID68564.1	5634	CC	nucleus		
1276135		KID68564.1	5737	CC	cytoplasm		
1276135		KID68564.1	43632	BP	modification-dependent macromolecule catabolic process		
1276135		KID68565.1	61817	BP	endoplasmic reticulum-plasma membrane tethering		
1276135		KID68565.1	8289	MF	lipid binding		
1276135		KID68565.1	16021	CC	integral component of membrane		
1276135		KID68565.1	70003	MF	threonine-type peptidase activity		
1276135		KID68565.1	5839	CC	proteasome core complex		
1276135		KID68565.1	4175	MF	endopeptidase activity		
1276135		KID68565.1	6869	BP	lipid transport		
1276135		KID68565.1	5634	CC	nucleus		
1276135		KID68565.1	51603	BP	proteolysis involved in cellular protein catabolic process		
1276135		KID68565.1	7165	BP	signal transduction		
1276135		KID68566.1	46872	MF	metal ion binding		
1276135		KID68567.1	22857	MF	transmembrane transporter activity		
1276135		KID68567.1	55085	BP	transmembrane transport		
1276135		KID68567.1	16021	CC	integral component of membrane		
1276135		KID68567.1	8643	BP	carbohydrate transport		
1276135		KID68567.1	31226	CC	intrinsic component of plasma membrane		
1276135		KID68567.1	15672	BP	monovalent inorganic cation transport		
1276135		KID68568.1	16787	MF	hydrolase activity		
1276135		KID68568.1	9056	BP	catabolic process		
1276135		KID68568.1	16021	CC	integral component of membrane		
1276135		KID68568.1	42545	BP	cell wall modification		
1276135		KID68568.1	45488	BP	pectin metabolic process		
1276135		KID68568.1	4499	MF	N		
1276135		KID68568.1	50661	MF	NADP binding		
1276135		KID68568.1	9860	BP	pollen tube growth		
1276135		KID68568.1	8080	MF	N-acetyltransferase activity		
1276135		KID68568.1	50660	MF	flavin adenine dinucleotide binding		
1276135		KID68568.1	55114	BP	oxidation-reduction process		
1276135		KID68568.1	3677	MF	DNA binding		
1276135		KID68569.1	981	MF	DNA-binding transcription factor activity		
1276135		KID68569.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID68569.1	5634	CC	nucleus		
1276135		KID68569.1	8270	MF	zinc ion binding		
1276135		KID68569.1	3677	MF	DNA binding		
1276135		KID68570.1	5887	CC	integral component of plasma membrane		
1276135		KID68570.1	55085	BP	transmembrane transport		
1276135		KID68570.1	981	MF	DNA-binding transcription factor activity		
1276135		KID68570.1	8270	MF	zinc ion binding		
1276135		KID68570.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID68570.1	6351	BP	transcription		
1276135		KID68570.1	3677	MF	DNA binding		
1276135		KID68570.1	5634	CC	nucleus		
1276135		KID68571.1	981	MF	DNA-binding transcription factor activity		
1276135		KID68571.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID68571.1	5634	CC	nucleus		
1276135		KID68571.1	6351	BP	transcription		
1276135		KID68571.1	8270	MF	zinc ion binding		
1276135		KID68571.1	3677	MF	DNA binding		
1276135		KID68571.1	16021	CC	integral component of membrane		
1276135		KID68571.1	71949	MF	FAD binding		
1276135		KID68571.1	16491	MF	oxidoreductase activity		
1276135		KID68571.1	1067	MF	regulatory region nucleic acid binding		
1276135		KID68571.1	55114	BP	oxidation-reduction process		
1276135		KID68572.1	981	MF	DNA-binding transcription factor activity		
1276135		KID68572.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID68572.1	5634	CC	nucleus		
1276135		KID68572.1	16787	MF	hydrolase activity		
1276135		KID68572.1	6351	BP	transcription		
1276135		KID68572.1	8270	MF	zinc ion binding		
1276135		KID68572.1	16021	CC	integral component of membrane		
1276135		KID68572.1	3677	MF	DNA binding		
1276135		KID68573.1	42626	MF	ATPase-coupled transmembrane transporter activity		
1276135		KID68573.1	55085	BP	transmembrane transport		
1276135		KID68573.1	16021	CC	integral component of membrane		
1276135		KID68573.1	16887	MF	ATPase activity		
1276135		KID68573.1	5886	CC	plasma membrane		
1276135		KID68573.1	8272	BP	sulfate transport		
1276135		KID68573.1	5524	MF	ATP binding		
1276135		KID68573.1	15116	MF	sulfate transmembrane transporter activity		
1276135		KID68573.1	22853	MF	active ion transmembrane transporter activity		
1276135		KID68575.1	4674	MF	protein serine/threonine kinase activity		
1276135		KID68575.1	6468	BP	protein phosphorylation		
1276135		KID68575.1	5524	MF	ATP binding		
1276135		KID68575.1	34599	BP	cellular response to oxidative stress		
1276135		KID68575.1	5516	MF	calmodulin binding		
1276135		KID68576.1	6904	BP	vesicle docking involved in exocytosis		
1276135		KID68576.1	16788	MF	hydrolase activity		
1276135		KID68576.1	5789	CC	endoplasmic reticulum membrane		
1276135		KID68576.1	8168	MF	methyltransferase activity		
1276135		KID68576.1	5524	MF	ATP binding		
1276135		KID68576.1	15031	BP	protein transport		
1276135		KID68576.1	16021	CC	integral component of membrane		
1276135		KID68576.1	32259	BP	methylation		
1276135		KID68576.1	6281	BP	DNA repair		
1276135		KID68576.1	90305	BP	nucleic acid phosphodiester bond hydrolysis		
1276135		KID68577.1	6904	BP	vesicle docking involved in exocytosis		
1276135		KID68577.1	8168	MF	methyltransferase activity		
1276135		KID68577.1	5634	CC	nucleus		
1276135		KID68577.1	16021	CC	integral component of membrane		
1276135		KID68577.1	3677	MF	DNA binding		
1276135		KID68577.1	16491	MF	oxidoreductase activity		
1276135		KID68577.1	4190	MF	aspartic-type endopeptidase activity		
1276135		KID68577.1	32259	BP	methylation		
1276135		KID68577.1	5515	MF	protein binding		
1276135		KID68577.1	16874	MF	ligase activity		
1276135		KID68577.1	55114	BP	oxidation-reduction process		
1276135		KID68577.1	6508	BP	proteolysis		
1276135		KID68578.1	5634	CC	nucleus		
1276135		KID68578.1	3677	MF	DNA binding		
1276135		KID68578.1	55114	BP	oxidation-reduction process		
1276135		KID68578.1	16491	MF	oxidoreductase activity		
1276135		KID68578.1	6904	BP	vesicle docking involved in exocytosis		
1276135		KID68578.1	8168	MF	methyltransferase activity		
1276135		KID68578.1	32259	BP	methylation		
1276135		KID68578.1	5869	CC	dynactin complex		
1276135		KID68578.1	7017	BP	microtubule-based process		
1276135		KID68579.1	3723	MF	RNA binding		
1276135		KID68579.1	16021	CC	integral component of membrane		
1276135		KID68580.1	136	CC	alpha-1		
1276135		KID68580.1	9	MF	alpha-1		
1276135		KID68580.1	6487	BP	protein N-linked glycosylation		
1276135		KID68580.1	97502	BP	mannosylation		
1276135		KID68580.1	5801	CC	cis-Golgi network		
1276135		KID68580.1	4376	MF	glycolipid mannosyltransferase activity		
1276135		KID68580.1	6057	BP	mannoprotein biosynthetic process		
1276135		KID68580.1	31506	BP	cell wall glycoprotein biosynthetic process		
1276135		KID68582.1	16021	CC	integral component of membrane		
1276135		KID68585.1	89701	CC	U2AF		
1276135		KID68585.1	398	BP	mRNA splicing		
1276135		KID68585.1	3723	MF	RNA binding		
1276135		KID68585.1	46872	MF	metal ion binding		
1276135		KID68585.1	5681	CC	spliceosomal complex		
1276135		KID68586.1	6869	BP	lipid transport		
1276135		KID68587.1	16021	CC	integral component of membrane		
1276135		KID68588.1	17150	MF	tRNA dihydrouridine synthase activity		
1276135		KID68588.1	2943	BP	tRNA dihydrouridine synthesis		
1276135		KID68588.1	50660	MF	flavin adenine dinucleotide binding		
1276135		KID68588.1	55114	BP	oxidation-reduction process		
1276135		KID68589.1	42407	BP	cristae formation		
1276135		KID68589.1	61617	CC	MICOS complex		
1276135		KID68589.1	44284	CC	mitochondrial crista junction		
1276135		KID68590.1	6627	BP	protein processing involved in protein targeting to mitochondrion		
1276135		KID68590.1	5759	CC	mitochondrial matrix		
1276135		KID68590.1	4222	MF	metalloendopeptidase activity		
1276135		KID68590.1	46872	MF	metal ion binding		
1276135		KID68591.1	16021	CC	integral component of membrane		
1276135		KID68592.1	4386	MF	helicase activity		
1276135		KID68592.1	16021	CC	integral component of membrane		
1276135		KID68592.1	3677	MF	DNA binding		
1276135		KID68592.1	5524	MF	ATP binding		
1276135		KID68593.1	16021	CC	integral component of membrane		
1276135		KID68593.1	3677	MF	DNA binding		
1276135		KID68593.1	97428	BP	protein maturation by iron-sulfur cluster transfer		
1276135		KID68593.1	16874	MF	ligase activity		
1276135		KID68594.1	16874	MF	ligase activity		
1276135		KID68594.1	16021	CC	integral component of membrane		
1276135		KID68594.1	90305	BP	nucleic acid phosphodiester bond hydrolysis		
1276135		KID68594.1	5524	MF	ATP binding		
1276135		KID68594.1	17182	BP	peptidyl-diphthamide metabolic process		
1276135		KID68594.1	1900247	BP	regulation of cytoplasmic translational elongation		
1276135		KID68594.1	3677	MF	DNA binding		
1276135		KID68594.1	16787	MF	hydrolase activity		
1276135		KID68594.1	44249	BP	cellular biosynthetic process		
1276135		KID68595.1	3676	MF	nucleic acid binding		
1276135		KID68595.1	16021	CC	integral component of membrane		
1276135		KID68596.1	4553	MF	hydrolase activity		
1276135		KID68596.1	5975	BP	carbohydrate metabolic process		
1276135		KID68596.1	5618	CC	cell wall		
1276135		KID68596.1	16021	CC	integral component of membrane		
1276135		KID68596.1	71555	BP	cell wall organization		
1276135		KID68597.1	3917	MF	DNA topoisomerase type I activity		
1276135		KID68597.1	6265	BP	DNA topological change		
1276135		KID68597.1	5694	CC	chromosome		
1276135		KID68597.1	3677	MF	DNA binding		
1276135		KID68598.1	45261	CC	proton-transporting ATP synthase complex		
1276135		KID68598.1	46933	MF	proton-transporting ATP synthase activity		
1276135		KID68598.1	15985	BP	energy coupled proton transport		
1276135		KID68598.1	6754	BP	ATP biosynthetic process		
1276135		KID68598.1	55114	BP	oxidation-reduction process		
1276135		KID68599.1	50661	MF	NADP binding		
1276135		KID68599.1	55114	BP	oxidation-reduction process		
1276135		KID68599.1	16021	CC	integral component of membrane		
1276135		KID68599.1	16491	MF	oxidoreductase activity		
1276135		KID68600.1	3723	MF	RNA binding		
1276135		KID68600.1	55114	BP	oxidation-reduction process		
1276135		KID68601.1	4832	MF	valine-tRNA ligase activity		
1276135		KID68601.1	6438	BP	valyl-tRNA aminoacylation		
1276135		KID68601.1	5737	CC	cytoplasm		
1276135		KID68601.1	2161	MF	aminoacyl-tRNA editing activity		
